1.800,21.000
9.600,98.000
8.900,95.000
6.800,74.000
3.000,34.000
2.700,25.000
4.400,45.000
5.900,62.000
4.100,44.000
4.600,48.000
2.300,23.000
8.700,87.000
4.300,43.000
1.500,20.000
7.300,77.000
5.700,59.000
2.200,22.000
2.500,30.000
3.100,28.000
3.900,38.000
5.500,60.000
5.800,60.000
5.800,63.000
7.400,69.000
5.600,57.000
4.200,49.000
7.000,73.000
3.300,42.000
7.800,86.000
8.500,75.000
1.900,24.000
5.300,56.000
8.300,81.000
1.200,14.000
9.200,88.000
3.400,33.000
7.100,73.000
4.000,40.000
8.400,84.000
8.000,84.000
2.400,26.000
3.700,37.000
2.800,29.000
8.200,83.000
8.000,79.000
1.400,15.000
9.300,94.000
6.100,63.000
9.700,96.000
9.400,93.000
5.200,53.000
1.300,16.000
6.000,61.000
1.700,18.000
6.200,68.000
9.800,99.000
6.400,64.000
2.100,20.000
7.200,72.000
6.300,66.000
4.700,50.000
5.100,47.000
6.600,72.000
4.800,54.000
3.200,27.000
6.900,76.000
2.000,18.000
2.900,31.000
6.800,67.000
1.000,12.000
2.700,30.000
7.600,78.000
6.500,65.000
1.100,17.000
4.400,44.000
7.900,80.000
