64.400,65.200
66.900,67.700
72.000,71.800
67.400,64.800
65.800,71.000
69.700,69.400
69.100,78.400
69.400,68.100
69.000,68.100
61.300,66.500
62.200,65.800
64.800,68.900
68.300,67.800
72.200,68.300
64.900,69.900
63.700,69.600
71.500,71.400
65.900,67.500
69.500,62.200
68.100,69.100
69.600,69.300
65.000,66.000
62.800,68.000
70.700,72.100
65.000,66.800
70.000,71.500
69.100,67.200
68.200,68.200
68.300,66.800
68.400,68.600
72.300,71.400
68.600,74.600
72.800,73.300
70.600,66.900
66.800,69.200
67.700,68.100
72.000,71.000
69.900,73.900
64.800,67.500
67.400,67.700
64.100,65.600
69.100,70.400
68.300,70.700
64.300,68.600
67.300,67.200
71.300,64.900
67.700,68.600
66.800,62.700
69.000,65.800
69.300,68.400
64.800,68.500
67.300,72.000
63.900,69.000
68.700,72.500
67.900,68.400
65.500,68.300
65.800,69.200
67.500,68.200
64.700,67.400
65.100,68.300
67.800,65.600
71.600,70.200
70.900,69.800
68.700,69.000
67.700,68.600
69.000,68.100
65.600,69.200
69.900,71.800
65.900,70.300
62.700,65.300
65.000,68.600
72.400,72.600
65.800,69.600
70.100,78.200
68.900,72.400
65.600,66.000
67.800,71.300
67.300,66.700
66.100,63.200
70.000,68.800
70.600,63.900
69.600,70.200
68.100,69.900
68.300,70.900
69.000,75.100
69.800,69.600
68.100,67.400
67.700,69.400
66.000,68.200
69.900,70.300
62.400,66.900
66.900,69.400
69.000,70.600
63.800,63.700
67.800,65.400
67.900,73.400
68.800,70.300
67.600,67.900
65.200,69.300
68.900,73.400
67.200,70.900
67.900,65.800
68.200,72.000
64.600,66.100
72.800,67.600
69.300,68.300
67.900,65.800
69.700,66.600
65.400,67.300
62.700,61.300
72.000,69.200
64.300,68.400
68.000,73.100
66.000,68.300
67.000,67.900
72.300,68.000
66.800,68.000
63.200,68.100
65.500,67.600
64.700,67.400
67.900,71.500
69.800,69.100
67.100,70.900
70.500,72.600
63.000,64.200
68.900,68.500
68.700,69.700
73.300,67.800
69.300,68.200
66.700,69.900
71.700,64.500
70.300,67.700
64.600,66.200
68.000,73.100
68.700,69.400
68.800,67.500
69.300,71.100
64.500,66.900
63.000,69.400
69.600,68.100
66.000,65.600
64.100,67.900
71.400,69.500
67.600,71.000
67.800,69.200
67.600,66.900
68.300,66.200
65.100,66.600
70.100,67.500
63.800,64.300
67.000,64.000
61.000,65.000
63.100,74.300
69.300,67.500
71.500,70.000
65.700,68.300
70.200,70.400
64.500,67.100
72.800,72.400
63.900,66.700
64.600,73.900
71.100,73.700
64.900,65.500
64.700,66.900
68.900,68.800
64.300,65.100
65.800,69.000
67.900,71.600
